Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Direction
NB REM / SHAM,I3LFJ6;O02671,I3LFJ6;O02671,-0.6286906371156836,0.6286906371156836,0.0072583295483156,0.0195033637233416,90,I3LFJ6;O02671,LEPR,Leptin receptor,I3LFJ6_PIG;LEPR_PIG,2,-35.32368609108036,0.6467631390891964,NB REM,SHAM,"external side of plasma membrane,basolateral plasma membrane,receptor complex;external side of plasma membrane,basolateral plasma membrane,receptor complex","cytokine receptor activity,cytokine binding,leptin receptor activity;cytokine receptor activity,cytokine binding,leptin receptor activity","angiogenesis,glycogen metabolic process,gluconeogenesis,phagocytosis,cholesterol metabolic process,positive regulation of cell proliferation,negative regulation of autophagy,glial cell proliferation,cytokine-mediated signaling pathway,sexual reproduction,T cell differentiation,leptin-mediated signaling pathway,glucose homeostasis,negative regulation of gluconeogenesis,regulation of bone remodeling,regulation of transport,regulation of feeding behavior,energy homeostasis,bone growth,Requires Ontology;angiogenesis,phagocytosis,positive regulation of cell proliferation,negative regulation of autophagy,cytokine-mediated signaling pathway,sexual reproduction,T cell differentiation,leptin-mediated signaling pathway,glucose homeostasis,response to leptin,regulation of bone remodeling,regulation of feeding behavior,energy homeostasis,bone growth",Downregulated
VetricynVF / SHAM,F1RT10,F1RT10,-0.6286535153746663,0.6286535153746663,1.3937987258034729e-05,0.0002535332728307,82,F1RT10,CDKN2AIP,CDKN2A interacting protein,F1RT10_PIG,2,-35.32202189442366,0.6467797810557634,VetricynVF,SHAM,"nucleoplasm,nucleolus,granular component","p53 binding,RNA binding","cellular response to DNA damage stimulus,positive regulation of signal transduction,positive regulation of cell growth,negative regulation of cell growth,regulation of protein stability",Downregulated
HA+EMD / SHAM,A0A5G2RDE5,A0A5G2RDE5,-0.6275764202801962,0.6275764202801962,1.015217435082998e-05,0.0002021345281529,112,A0A5G2RDE5,NDUFA4L2,NDUFA4 mitochondrial complex associated like 2,A0A5G2RDE5_PIG,3,-35.27371622855291,0.6472628377144709,HA+EMD,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A286ZND6,A0A286ZND6,-0.6274852808599332,0.6274852808599332,2.845970140449732e-05,0.0004213316694567,82,A0A286ZND6,FFAR2,G_PROTEIN_RECEP_F1_2 domain-containing protein,A0A286ZND6_PIG,2,-35.26962714378589,0.6473037285621411,VetricynVF,SHAM,,,,Downregulated
VetricynVF / SHAM,A0A287BAJ5,A0A287BAJ5,-0.6273001458731863,0.6273001458731863,0.0003296751235513,0.002305754385715,82,A0A287BAJ5,EPHA7,EPH receptor A7,A0A287BAJ5_PIG,4,-35.261320034290776,0.6473867996570922,VetricynVF,SHAM,"plasma membrane,dendrite,glutamatergic synapse","GPI-linked ephrin receptor activity,transmembrane-ephrin receptor activity,epidermal growth factor-activated receptor activity,fibroblast growth factor-activated receptor activity,hepatocyte growth factor-activated receptor activity,insulin-activated receptor activity,insulin-like growth factor-activated receptor activity,macrophage colony-stimulating factor receptor activity,platelet-derived growth factor alpha-receptor activity,platelet-derived growth factor beta-receptor activity,stem cell factor receptor activity,vascular endothelial growth factor-activated receptor activity,ATP binding,axon guidance receptor activity,boss receptor activity,growth factor binding,placental growth factor-activated receptor activity,protein tyrosine kinase collagen receptor activity,chemorepellent activity,brain-derived neurotrophic factor-activated receptor activity","epidermal growth factor receptor signaling pathway,axon guidance,brain development,insulin receptor signaling pathway,fibroblast growth factor receptor signaling pathway,regulation of cell-cell adhesion,retinal ganglion cell axon guidance,brain-derived neurotrophic factor receptor signaling pathway,platelet-derived growth factor receptor-alpha signaling pathway,platelet-derived growth factor receptor-beta signaling pathway,vascular endothelial growth factor receptor-1 signaling pathway,collagen-activated tyrosine kinase receptor signaling pathway,vascular endothelial growth factor signaling pathway,Kit signaling pathway,macrophage colony-stimulating factor signaling pathway,positive regulation of neuron apoptotic process,insulin-like growth factor receptor signaling pathway,hepatocyte growth factor receptor signaling pathway,ephrin receptor signaling pathway,negative regulation of collateral sprouting,branching morphogenesis of a nerve,modulation of synaptic transmission,negative chemotaxis,neuron apoptotic process,negative regulation of synapse assembly,regulation of ERK1 and ERK2 cascade,nephric duct morphogenesis,Requires Ontology",Downregulated
NB REM / SHAM,F1S2X7,F1S2X7,-0.6259718129963271,0.6259718129963271,0.0024900246462186,0.0092875078747026,90,F1S2X7,VASH2,Vasohibin 2,F1S2X7_PIG,2,-35.20168572794642,0.6479831427205358,NB REM,SHAM,cytoplasm,,regulation of angiogenesis,Downregulated
HA+EMD / SHAM,A0A286ZS25,A0A286ZS25,-0.6255308894753376,0.6255308894753376,0.0010327102435527,0.0050473493377042,112,A0A286ZS25,RELB,RHD domain-containing protein,A0A286ZS25_PIG,2,-35.181878723321184,0.6481812127667882,HA+EMD,SHAM,"nucleus,cytoplasm,chromatin,nucleoplasm,centrosome,cytosol,synapse,transcriptional repressor complex","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II transcription factor activity, sequence-specific DNA binding,protein kinase binding,identical protein binding","inflammatory response,I-kappaB kinase/NF-kappaB signaling,antigen processing and presentation,negative regulation of interferon-beta production,circadian regulation of gene expression,response to cytokine,NIK/NF-kappaB signaling,myeloid dendritic cell differentiation,T-helper 1 cell differentiation,innate immune response,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter",Downregulated
HA+EMD / SHAM,A0A287AJ98,A0A287AJ98,-0.6246577740248568,0.6246577740248568,7.308561202286065e-07,3.1967562232841495e-05,112,A0A287AJ98,RRM2,Uncharacterized protein,A0A287AJ98_PIG,4,-35.142639084871774,0.6485736091512823,HA+EMD,SHAM,,,,Downregulated
HA+EMD / SHAM,F1RSW6,F1RSW6,-0.6227086952948148,0.6227086952948148,1.9076226557627988e-06,6.287986244642761e-05,112,F1RSW6,POLR1D,RNA_pol_L_2 domain-containing protein,F1RSW6_PIG,3,-35.054957676948064,0.6494504232305194,HA+EMD,SHAM,"DNA-directed RNA polymerase III complex,DNA-directed RNA polymerase I complex","RNA polymerase I activity,RNA polymerase III activity,DNA binding,protein dimerization activity","transcription elongation from RNA polymerase I promoter,transcription from RNA polymerase III promoter",Downregulated
NB REM / SHAM,F1RLB2,F1RLB2,-0.6220482114030111,0.6220482114030111,8.417869629804592e-09,1.510337995283917e-06,90,F1RLB2,SPINK9,Kazal-like domain-containing protein,F1RLB2_PIG,3,-35.0252182146505,0.649747817853495,NB REM,SHAM,extracellular region,serine-type endopeptidase inhibitor activity,,Downregulated
NB REM / SHAM,A0A287AVU3,A0A287AVU3,-0.6219133642227125,0.6219133642227125,1.0108144771498277e-07,8.269300403999288e-06,90,A0A287AVU3,EPB41L1,FERM domain-containing protein,A0A287AVU3_PIG,4,-35.01914480665329,0.6498085519334671,NB REM,SHAM,,,,Downregulated
NB REM / SHAM,F1RLI6,F1RLI6,-0.6209579039886244,0.6209579039886244,9.484462599705855e-05,0.0009796094178514,90,F1RLI6,SLC25A46,Uncharacterized protein,F1RLI6_PIG,2,-34.97609538519614,0.6502390461480386,NB REM,SHAM,,,,Downregulated
HA+P2 / SHAM,A0A287BKI6,A0A287BKI6,-0.6195890618408452,0.6195890618408452,7.35737965456359e-06,0.0001604498168037,106,A0A287BKI6,PIGB,Mannosyltransferase,A0A287BKI6_PIG,3,-34.91437083660659,0.6508562916339341,HA+P2,SHAM,,,,Downregulated
NB / SHAM,F1RU34,F1RU34,-0.6148980519126379,0.6148980519126379,8.49935641252969e-09,1.5163428067506356e-06,90,F1RU34,CST6,Cystatin domain-containing protein,F1RU34_PIG,5,-34.70239655152147,0.6529760344847854,NB,SHAM,"cornified envelope,extracellular region",cysteine-type endopeptidase inhibitor activity,epidermis development,Downregulated
NB REM / SHAM,B2ZPK1,B2ZPK1,-0.614345264142458,0.614345264142458,1.6310023599107606e-06,5.6313785059943134e-05,90,B2ZPK1,CYBRD1,Cytochrome b561 domain-containing protein,B2ZPK1_PIG,3,-34.67737211340729,0.6532262788659271,NB REM,SHAM,"lysosomal membrane,apical plasma membrane,brush border membrane","oxidoreductase activity,identical protein binding,Requires Ontology","cellular iron ion homeostasis,response to iron ion,transmembrane transport,multicellular organismal iron ion homeostasis,Requires Ontology",Downregulated
VetricynVF / SHAM,A0A5G2REJ8,A0A5G2REJ8,-0.6141962559452963,0.6141962559452963,5.185171623735518e-06,0.0001265358188055,82,A0A5G2REJ8,TPPP,Tubulin polymerization promoting protein,A0A5G2REJ8_PIG,2,-34.67062494271453,0.6532937505728547,VetricynVF,SHAM,,,,Downregulated
HA+EMD / SHAM,P08835,P08835,-0.613833942539152,0.613833942539152,3.880163308289266e-05,0.000526366435873,112,P08835,ALB,Albumin,ALBU_PIG,5,-34.65421629075399,0.6534578370924601,HA+EMD,SHAM,"cytoplasm,extracellular space,macromolecular complex","oxygen binding,DNA binding,fatty acid binding,toxic substance binding,pyridoxal phosphate binding,small molecule binding,metal ion binding,enterobactin binding","cellular response to starvation,negative regulation of mitochondrial depolarization,cellular response to calcium ion starvation",Downregulated
NB / SHAM,F1S0H8,F1S0H8,-0.612604900160515,0.612604900160515,0.0012978527384658,0.005928481668635,90,F1S0H8,MBD5,Methyl-CpG binding domain protein 5,F1S0H8_PIG,2,-34.59852402427684,0.6540147597572316,NB,SHAM,"nucleus,chromocenter,nucleoplasm,midbody","DNA binding,chromatin binding",,Downregulated
NB / SHAM,F1S5N3,F1S5N3,-0.6125203381051012,0.6125203381051012,0.0013205225076282,0.0060077020236109,90,F1S5N3,SORCS3,PKD domain-containing protein,F1S5N3_PIG,3,-34.59469047306626,0.6540530952693374,NB,SHAM,,,,Downregulated
HA+P2 / SHAM,I3LF46,I3LF46,-0.6114385053178605,0.6114385053178605,1.1511424099399034e-06,4.3712176315001496e-05,106,I3LF46,TAS2R3,Taste receptor type 2,I3LF46_PIG,2,-34.54562664293383,0.6545437335706616,HA+P2,SHAM,membrane,"G-protein coupled receptor activity,bitter taste receptor activity","detection of chemical stimulus involved in sensory perception of bitter taste,G-protein coupled receptor signaling pathway",Downregulated
NB / SHAM,A0A287B167,A0A287B167,-0.6113615929165418,0.6113615929165418,6.778381361365012e-06,0.0001509504419105,90,A0A287B167,PARL,Rhomboid domain-containing protein,A0A287B167_PIG,4,-34.54213707162217,0.6545786292837783,NB,SHAM,,,,Downregulated
HA+P2 / SHAM,Q29099,Q29099,-0.61052768906845,0.61052768906845,0.0001432218997963,0.0012893287970517,106,Q29099,PTBP1,Polypyrimidine tract-binding protein 1,PTBP1_PIG,2,-34.504290304981765,0.6549570969501823,HA+P2,SHAM,,,,Downregulated
NB REM / SHAM,F1SA58,F1SA58,-0.6103557561614132,0.6103557561614132,5.480439217717066e-06,0.0001315055544202,90,F1SA58,GPX2,Glutathione peroxidase,F1SA58_PIG,4,-34.49648440111458,0.6550351559888542,NB REM,SHAM,,,,Downregulated
HA+EMD / SHAM,A0A287A8H7,A0A287A8H7,-0.6092589917999652,0.6092589917999652,1.8666105153875096e-05,0.0003109720739196,112,A0A287A8H7,NUDT4,Nudix hydrolase domain-containing protein,A0A287A8H7_PIG,4,-34.4466684426867,0.655533315573133,HA+EMD,SHAM,"nucleus,cytoplasm","endopolyphosphatase activity,diphosphoinositol-polyphosphate diphosphatase activity,snoRNA binding,bis(5'-adenosyl)-hexaphosphatase activity,bis(5'-adenosyl)-pentaphosphatase activity,metal ion binding","diphosphoinositol polyphosphate metabolic process,diadenosine pentaphosphate catabolic process,diadenosine hexaphosphate catabolic process,adenosine 5'-(hexahydrogen pentaphosphate) catabolic process",Downregulated
NB REM / SHAM,A0A5G2QKX8,A0A5G2QKX8,-0.608969709031431,0.608969709031431,1.1120791742456889e-06,4.277373467031712e-05,90,A0A5G2QKX8,BIN3,BAR domain-containing protein,A0A5G2QKX8_PIG,2,-34.43352266339018,0.6556647733660982,NB REM,SHAM,,,,Downregulated
HA+P6 / SHAM,A0A5G2QDS2,A0A5G2QDS2,-0.6084884349633004,0.6084884349633004,3.1669228157118062e-06,8.94499898698993e-05,106,A0A5G2QDS2,GPT2,Aminotran_1_2 domain-containing protein,A0A5G2QDS2_PIG,2,-34.41164644678065,0.6558835355321935,HA+P6,SHAM,,,,Downregulated
NB / SHAM,F1S795,F1S795,-0.6083707846248466,0.6083707846248466,4.771902344729666e-06,0.0001188880742105,90,F1S795,ROBO4,Roundabout guidance receptor 4,F1S795_PIG,2,-34.40629756401603,0.6559370243598397,NB,SHAM,,,"angiogenesis,establishment of endothelial barrier,cell-cell adhesion",Downregulated
EMD / SHAM,A0A286ZVF1,A0A286ZVF1,-0.6080695130112869,0.6080695130112869,3.429080451039042e-05,0.0004822560521203,104,A0A286ZVF1,ATG9A,Autophagy-related protein 9,A0A286ZVF1_PIG,2,-34.392598491439266,0.6560740150856074,EMD,SHAM,,,,Downregulated
HA+EMD / SHAM,I3LV57,I3LV57,-0.6073333287819298,0.6073333287819298,1.8917493079489367e-05,0.0003144087349811,112,I3LV57,SPINK7,Kazal-like domain-containing protein,I3LV57_PIG,2,-34.35911153946043,0.6564088846053957,HA+EMD,SHAM,,,,Downregulated
NB REM / SHAM,A0A287BKJ3,A0A287BKJ3,-0.6072423844919892,0.6072423844919892,0.0048159414295638,0.0146849940578185,90,A0A287BKJ3,PABPC4L,Poly(A) binding protein cytoplasmic 4 like,A0A287BKJ3_PIG,2,-34.35497355327205,0.6564502644672795,NB REM,SHAM,"nucleus,cytosol,cytoplasmic stress granule,ribonucleoprotein complex","mRNA 3'-UTR binding,poly(A) binding,poly(U) RNA binding",,Downregulated
NB / SHAM,I3L755,I3L755,-0.6068282366051543,0.6068282366051543,0.0002847908718241,0.0020860830659663,90,I3L755,A4GALT,Gb3_synth domain-containing protein,I3L755_PIG,2,-34.33612642981564,0.6566387357018436,NB,SHAM,Golgi membrane,"galactosyltransferase activity,toxic substance binding,lactosylceramide 4-alpha-galactosyltransferase activity","globoside biosynthetic process,glycosphingolipid biosynthetic process,plasma membrane organization",Downregulated
HA+EMD / SHAM,A0A5G2QW99,A0A5G2QW99,-0.6065388929771878,0.6065388929771878,7.611795073095864e-05,0.0008357623950564,112,A0A5G2QW99,KLK9,Peptidase S1 domain-containing protein,A0A5G2QW99_PIG,2,-34.322955712349724,0.6567704428765028,HA+EMD,SHAM,,,,Downregulated
NB REM / SHAM,O79875,O79875,-0.6064726145740165,0.6064726145740165,9.382342894364176e-09,1.60148985901747e-06,90,O79875,MT-ND2,NADH-ubiquinone oxidoreductase chain 2,NU2M_PIG,3,-34.31993839442198,0.6568006160557802,NB REM,SHAM,"mitochondrial inner membrane,respiratory chain complex I",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly,reactive oxygen species metabolic process,hydrogen ion transmembrane transport",Downregulated
VetricynVF / SHAM,I3LT35,I3LT35,-0.6057871424946728,0.6057871424946728,2.354554880370666e-05,0.0003682621793578,82,I3LT35,GRIK1,Glutamate ionotropic receptor kainate type subunit 1,I3LT35_PIG,3,-34.2887242122824,0.657112757877176,VetricynVF,SHAM,postsynaptic membrane,"ligand-gated ion channel activity,signaling receptor activity",ion transmembrane transport,Downregulated
NB REM / SHAM,B4F450,B4F450,-0.6043722682790248,0.6043722682790248,3.7431869518036553e-06,0.0001002564525564,90,B4F450,UBL5,Ubiquitin-like domain-containing protein,B4F450_PIG,2,-34.22424849689476,0.6577575150310524,NB REM,SHAM,"nucleus,cytoplasm",protein tag,"mRNA splicing, via spliceosome,protein modification process",Downregulated
NB REM / SHAM,A0A287BMZ6,A0A287BMZ6,-0.6024677757219256,0.6024677757219256,1.2618241135600798e-13,3.667775640913954e-10,90,A0A287BMZ6,MRPL14,Uncharacterized protein,A0A287BMZ6_PIG,3,-34.13736100805844,0.6586263899194156,NB REM,SHAM,"mitochondrion,ribosome,ribonucleoprotein complex",structural constituent of ribosome,translation,Downregulated
NB REM / SHAM,B7TY22,B7TY22,-0.6006875392725909,0.6006875392725909,0.0006089892651548,0.0035215336128146,90,B7TY22,GP9,Glycoprotein IX platelet,B7TY22_PIG,3,-34.056038594843855,0.6594396140515615,NB REM,SHAM,glycoprotein Ib-IX-V complex,,"cell adhesion,blood coagulation, intrinsic pathway,positive regulation of platelet activation,release of sequestered calcium ion into cytosol",Downregulated
VetricynVF / SHAM,G3FP13,G3FP13,-0.6002462095056821,0.6002462095056821,4.3434884558639534e-06,0.0001111496583948,82,G3FP13,PQBP1,WW domain-containing protein,G3FP13_PIG,2,-34.0358628237015,0.659641371762985,VetricynVF,SHAM,"cytoplasm,nuclear body,cytosol,cytoplasmic stress granule,nuclear speck,ciliary basal body,neuronal ribonucleoprotein granule","double-stranded DNA binding,ribonucleoprotein complex binding","alternative mRNA splicing, via spliceosome,activation of innate immune response,positive regulation of defense response to virus by host,neuron projection development,positive regulation of type I interferon production,regulation of RNA splicing,innate immune response,regulation of dendrite morphogenesis,defense response to virus,cellular response to exogenous dsRNA",Downregulated
HA+EMD / SHAM,I3L954,I3L954,-0.5986620950361571,0.5986620950361571,5.512751112455229e-08,5.440051707159725e-06,112,I3L954,TKTL1,Transket_pyr domain-containing protein,I3L954_PIG,3,-33.96339280675114,0.6603660719324886,HA+EMD,SHAM,cytosol,"transketolase activity,thiamine pyrophosphate binding",,Downregulated
NB REM / SHAM,A0A287AYU7,A0A287AYU7,-0.5969025447235283,0.5969025447235283,3.579546365074967e-06,9.780914578948332e-05,90,A0A287AYU7,PGAP3,Post-GPI attachment to proteins factor 3,A0A287AYU7_PIG,2,-33.882803620895366,0.6611719637910464,NB REM,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,A0A287BFJ1,A0A287BFJ1,-0.5960158747994119,0.5960158747994119,1.7669989150355997e-05,0.0002998600290195,112,A0A287BFJ1,CSF2RA,Fibronectin type-III domain-containing protein,A0A287BFJ1_PIG,2,-33.84215598122924,0.6615784401877076,HA+P2/P6,SHAM,"cytosol,external side of plasma membrane,growth hormone receptor complex","growth hormone receptor activity,peptide hormone binding,cytokine binding","positive regulation of cell proliferation,cytokine-mediated signaling pathway,positive regulation of JAK-STAT cascade,growth hormone receptor signaling pathway",Downregulated
NB / SHAM,Q0Z8R0,Q0Z8R0,-0.5952873734475964,0.5952873734475964,6.1929720711064466e-15,2.793738172305705e-11,90,Q0Z8R0,CST3,Cystatin domain-containing protein,Q0Z8R0_PIG,7,-33.80874056910357,0.6619125943089643,NB,SHAM,"extracellular space,cytoplasm,vesicle,Golgi apparatus,plasma membrane","beta-amyloid binding,protease binding,cysteine-type endopeptidase inhibitor activity,identical protein binding","defense response,negative regulation of collagen catabolic process,negative regulation of extracellular matrix disassembly,negative regulation of proteolysis,negative regulation of elastin catabolic process,negative regulation of blood vessel remodeling,fibril organization",Downregulated
HA+P2 / SHAM,A0A5G2R9M3,A0A5G2R9M3,-0.5950919931051523,0.5950919931051523,0.0003454892000265,0.0023825852715522,106,A0A5G2R9M3,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",A0A5G2R9M3_PIG,2,-33.79977585631783,0.6620022414368217,HA+P2,SHAM,,,,Downregulated
NB REM / SHAM,F1ST19,F1ST19,-0.5941952002650085,0.5941952002650085,0.0005598904304552,0.0033245994759152,90,F1ST19,THEM5,4HBT domain-containing protein,F1ST19_PIG,3,-33.758612380331655,0.6624138761966835,NB REM,SHAM,mitochondrial matrix,long-chain acyl-CoA hydrolase activity,"long-chain fatty-acyl-CoA metabolic process,cardiolipin acyl-chain remodeling",Downregulated
HA+EMD / SHAM,I3LJI9,I3LJI9,-0.5929663512693478,0.5929663512693478,8.286864163249109e-08,7.149797719865582e-06,112,I3LJI9,SMUG1,Single-strand-selective monofunctional uracil-DNA glycosylase 1,I3LJI9_PIG,6,-33.702165704051,0.66297834295949,HA+EMD,SHAM,,,,Downregulated
HA+P2/P6 / SHAM,A0A287AS76,A0A287AS76,-0.5924445499204924,0.5924445499204924,0.0001058812835584,0.0010557370294312,112,A0A287AS76,ENSSSCG00000039758,NmrA domain-containing protein,A0A287AS76_PIG,18,-33.67818242604881,0.6632181757395119,HA+P2/P6,SHAM,nucleus,,,Downregulated
HA / SHAM,A0A5G2QTS2,A0A5G2QTS2,-0.5914435004302204,0.5914435004302204,0.0016216477112208,0.006920052895261,108,A0A5G2QTS2,LOC100153925,Uncharacterized protein,A0A5G2QTS2_PIG,2,-33.6321474298895,0.663678525701105,HA,SHAM,,,,Downregulated
HA+EMD / SHAM,F1S5L0,F1S5L0,-0.5901457741722766,0.5901457741722766,1.1079928997093604e-06,4.277130431134987e-05,112,F1S5L0,VTI1A,t-SNARE coiled-coil homology domain-containing protein,F1S5L0_PIG,2,-33.57242167319604,0.6642757832680396,HA+EMD,SHAM,"endoplasmic reticulum membrane,Golgi apparatus,ER to Golgi transport vesicle membrane,late endosome membrane,autophagosome,cytosol,SNARE complex","SNARE binding,SNAP receptor activity","intracellular protein transport,intra-Golgi vesicle-mediated transport,Golgi to vacuole transport,macroautophagy,endocytic recycling,retrograde transport, endosome to Golgi,vesicle fusion with Golgi apparatus,voluntary musculoskeletal movement",Downregulated
HA+P2 / SHAM,F1S1M5,F1S1M5,-0.590103078416262,0.590103078416262,0.0064967364957419,0.0180895816120747,106,F1S1M5,TNMD,BRICHOS domain-containing protein,F1S1M5_PIG,3,-33.570455756932084,0.6642954424306792,HA+P2,SHAM,membrane,,"negative regulation of endothelial cell proliferation,negative regulation of angiogenesis",Downregulated
HA+P6 / SHAM,I3L5E9,I3L5E9,-0.5899905901754564,0.5899905901754564,6.163177643501435e-05,0.000726739445954,106,I3L5E9,SELENOI,Selenoprotein I,I3L5E9_PIG,2,-33.56527598318527,0.6643472401681473,HA+P6,SHAM,"endoplasmic reticulum membrane,Golgi apparatus",ethanolaminephosphotransferase activity,"phosphatidylethanolamine biosynthetic process,ether lipid biosynthetic process,myelination",Downregulated
EMD / SHAM,A0A5K1TZ96,A0A5K1TZ96,-0.5893258761459336,0.5893258761459336,0.0007808902268788,0.0041757634494964,104,A0A5K1TZ96,HYAL2,Hyaluronidase,A0A5K1TZ96_PIG,3,-33.53465948650675,0.6646534051349325,EMD,SHAM,"cytoplasmic vesicle,lysosome,cytosol,microvillus,external side of plasma membrane,apical plasma membrane,endocytic vesicle,membrane raft,perinuclear region of cytoplasm,RNA polymerase II transcription factor complex","virus receptor activity,transcription coactivator activity,hyalurononglucosaminidase activity,hyaluronic acid binding,receptor signaling protein tyrosine kinase inhibitor activity,receptor tyrosine kinase binding,hyaluronoglucuronidase activity,transforming growth factor beta binding","response to reactive oxygen species,hematopoietic progenitor cell differentiation,carbohydrate metabolic process,negative regulation of fibroblast migration,fusion of virus membrane with host plasma membrane,hyaluronan catabolic process,negative regulation of cell growth,positive regulation of interleukin-6 production,positive regulation of interleukin-8 production,monocyte activation,positive regulation of protein import into nucleus,cellular response to fibroblast growth factor stimulus,positive regulation of transcription from RNA polymerase II promoter,response to antibiotic,viral entry into host cell,skeletal system morphogenesis,positive regulation of inflammatory response,cartilage development,defense response to virus,negative regulation of protein kinase B signaling,multicellular organismal iron ion homeostasis,cellular response to interleukin-1,cellular response to tumor necrosis factor,cellular response to UV-B,cellular response to transforming growth factor beta stimulus,positive regulation of extrinsic apoptotic signaling pathway",Downregulated
NB REM / SHAM,F1RFB9,F1RFB9,-0.5887216365770247,0.5887216365770247,1.0891551125510266e-06,4.246091375819298e-05,90,F1RFB9,GFER,Sulfhydryl oxidase,F1RFB9_PIG,4,-33.50681618006477,0.6649318381993523,NB REM,SHAM,mitochondrion,"flavin-linked sulfhydryl oxidase activity,flavin adenine dinucleotide binding",liver development,Downregulated
HA+EMD / SHAM,A0A5G2R6F9,A0A5G2R6F9,-0.5878662212391482,0.5878662212391482,0.0002858010769816,0.0020905782740161,112,A0A5G2R6F9,LOC100155534,Uncharacterized protein,A0A5G2R6F9_PIG,2,-33.467378770420375,0.6653262122957962,HA+EMD,SHAM,,kinase activity,,Downregulated
EMD / SHAM,A0A286ZY03,A0A286ZY03,-0.5874257902765173,0.5874257902765173,1.609194900445942e-05,0.0002806842140516,104,A0A286ZY03,TNKS,Poly [ADP-ribose] polymerase,A0A286ZY03_PIG,3,-33.447064359610046,0.6655293564038995,EMD,SHAM,,,,Downregulated
HA+P6 / SHAM,A0A5G2QW99,A0A5G2QW99,-0.5861401808716021,0.5861401808716021,0.0005351467407677,0.0032268214206539,106,A0A5G2QW99,KLK9,Peptidase S1 domain-containing protein,A0A5G2QW99_PIG,2,-33.3877315059363,0.666122684940637,HA+P6,SHAM,,,,Downregulated
NB REM / SHAM,F1RJ87,F1RJ87,-0.5848318289838902,0.5848318289838902,0.0025108515031698,0.0093400481525616,90,F1RJ87,MTRF1,Mitochondrial translation release factor 1,F1RJ87_PIG,2,-33.327294743447936,0.6667270525655207,NB REM,SHAM,mitochondrion,"translation release factor activity, codon specific",mitochondrial translational termination,Downregulated
HA / SHAM,A0A287BAJ5,A0A287BAJ5,-0.5835769460275491,0.5835769460275491,0.000292835939309,0.0021272668159123,108,A0A287BAJ5,EPHA7,EPH receptor A7,A0A287BAJ5_PIG,4,-33.26927635635122,0.6673072364364878,HA,SHAM,"plasma membrane,dendrite,glutamatergic synapse","GPI-linked ephrin receptor activity,transmembrane-ephrin receptor activity,epidermal growth factor-activated receptor activity,fibroblast growth factor-activated receptor activity,hepatocyte growth factor-activated receptor activity,insulin-activated receptor activity,insulin-like growth factor-activated receptor activity,macrophage colony-stimulating factor receptor activity,platelet-derived growth factor alpha-receptor activity,platelet-derived growth factor beta-receptor activity,stem cell factor receptor activity,vascular endothelial growth factor-activated receptor activity,ATP binding,axon guidance receptor activity,boss receptor activity,growth factor binding,placental growth factor-activated receptor activity,protein tyrosine kinase collagen receptor activity,chemorepellent activity,brain-derived neurotrophic factor-activated receptor activity","epidermal growth factor receptor signaling pathway,axon guidance,brain development,insulin receptor signaling pathway,fibroblast growth factor receptor signaling pathway,regulation of cell-cell adhesion,retinal ganglion cell axon guidance,brain-derived neurotrophic factor receptor signaling pathway,platelet-derived growth factor receptor-alpha signaling pathway,platelet-derived growth factor receptor-beta signaling pathway,vascular endothelial growth factor receptor-1 signaling pathway,collagen-activated tyrosine kinase receptor signaling pathway,vascular endothelial growth factor signaling pathway,Kit signaling pathway,macrophage colony-stimulating factor signaling pathway,positive regulation of neuron apoptotic process,insulin-like growth factor receptor signaling pathway,hepatocyte growth factor receptor signaling pathway,ephrin receptor signaling pathway,negative regulation of collateral sprouting,branching morphogenesis of a nerve,modulation of synaptic transmission,negative chemotaxis,neuron apoptotic process,negative regulation of synapse assembly,regulation of ERK1 and ERK2 cascade,nephric duct morphogenesis,Requires Ontology",Downregulated
HA+P2/P6 / SHAM,P81245,P81245,-0.5834568815543859,0.5834568815543859,1.47703821271546e-05,0.000264559913109,112,P81245,-,Odorant-binding protein,OBP_PIG,2,-33.2637226375482,0.667362773624518,HA+P2/P6,SHAM,extracellular space,"odorant binding,small molecule binding",sensory perception of smell,Downregulated
NB REM / SHAM,F1RP16,F1RP16,-0.5833548193087877,0.5833548193087877,3.590620728001775e-06,9.791418078483597e-05,90,F1RP16,GLMP,Glycosylated lysosomal membrane protein,F1RP16_PIG,2,-33.259001268810295,0.667409987311897,NB REM,SHAM,"lysosome,nucleus,lysosomal membrane,cytosol",,"positive regulation of transcription from RNA polymerase II promoter,protein stabilization,protein localization to lysosome",Downregulated
